value,n,name,pct
F,67907,IHP,0.2579474965718171
M,6745,IHP,0.025621156351729665
N,40,IHP,1.5194162402804842e-4
Y,14,IHP,5.317956840981695e-5
D,1,IHP,3.7985406007012108e-6
KSS,5,INTERPRETER_CODE,0.625
AAA,2,INTERPRETER_CODE,0.25
YM,1,INTERPRETER_CODE,0.125
IJ,174547,JURISDICTION,0.9931267958237319
000,1206,JURISDICTION,0.006861824699155074
930,1,JURISDICTION,5.689738556513328e-6
BIA,1,JURISDICTION,5.689738556513328e-6
M,7263514,LATEST_CAL_TYPE,0.7274585919769889
I,2720126,LATEST_CAL_TYPE,0.2724272342505293
R,843,LATEST_CAL_TYPE,8.44285001772698e-5
N,203,LATEST_CAL_TYPE,2.033094369630578e-5
0900,18,LATEST_CAL_TYPE,1.8027437760271132e-6
0830,17,LATEST_CAL_TYPE,1.702591344025607e-6
1300,12,LATEST_CAL_TYPE,1.2018291840180755e-6
S,12,LATEST_CAL_TYPE,1.2018291840180755e-6
1000,9,LATEST_CAL_TYPE,9.013718880135566e-7
0800,5,LATEST_CAL_TYPE,5.007621600075315e-7
1330,3,LATEST_CAL_TYPE,3.004572960045189e-7
T,3,LATEST_CAL_TYPE,3.004572960045189e-7
0,2,LATEST_CAL_TYPE,2.0030486400301258e-7
0930,2,LATEST_CAL_TYPE,2.0030486400301258e-7
1030,2,LATEST_CAL_TYPE,2.0030486400301258e-7
C,2,LATEST_CAL_TYPE,2.0030486400301258e-7
0000,1,LATEST_CAL_TYPE,1.0015243200150629e-7
0100,1,LATEST_CAL_TYPE,1.0015243200150629e-7
1130,1,LATEST_CAL_TYPE,1.0015243200150629e-7
1230,1,LATEST_CAL_TYPE,1.0015243200150629e-7
1400,1,LATEST_CAL_TYPE,1.0015243200150629e-7
2026-07-13 00:00:00.000,1,LATEST_CAL_TYPE,1.0015243200150629e-7
E,1,LATEST_CAL_TYPE,1.0015243200150629e-7
0,891520,LPR,0.9921707630584661
1,7018,LPR,0.00781031767671428
2024-09-09 00:00:00.000,2,LPR,2.2257958611325963e-6
1/2002,1,LPR,1.1128979305662981e-6
2015-10-26 00:00:00.000,1,LPR,1.1128979305662981e-6
2022-04-28 00:00:00.000,1,LPR,1.1128979305662981e-6
2022-12-15 00:00:00.000,1,LPR,1.1128979305662981e-6
2023-05-24 00:00:00.000,1,LPR,1.1128979305662981e-6
2023-11-09 00:00:00.000,1,LPR,1.1128979305662981e-6
2023-11-14 00:00:00.000,1,LPR,1.1128979305662981e-6
2024-01-08 00:00:00.000,1,LPR,1.1128979305662981e-6
2024-01-12 00:00:00.000,1,LPR,1.1128979305662981e-6
2024-08-14 00:00:00.000,1,LPR,1.1128979305662981e-6
2024-12-20 00:00:00.000,1,LPR,1.1128979305662981e-6
2025-01-10 00:00:00.000,1,LPR,1.1128979305662981e-6
2025-01-16 00:00:00.000,1,LPR,1.1128979305662981e-6
2025-03-28 00:00:00.000,1,LPR,1.1128979305662981e-6
2025-04-01 00:00:00.000,1,LPR,1.1128979305662981e-6
1,33380,NBR_OF_CHGS,0.5251648023158856
01,15669,NBR_OF_CHGS,0.24651909189597396
02,6058,NBR_OF_CHGS,0.0953100171488806
2,4906,NBR_OF_CHGS,0.07718569563096868
03,1812,NBR_OF_CHGS,0.02850804738754897
3,732,NBR_OF_CHGS,0.011516495964506537
04,464,NBR_OF_CHGS,0.007300073944714526
4,184,NBR_OF_CHGS,0.0028948569091109327
05,136,NBR_OF_CHGS,0.0021396768458646024
5,77,NBR_OF_CHGS,0.0012114346847909882
00,71,NBR_OF_CHGS,0.001117037176885197
06,40,NBR_OF_CHGS,6.293167193719419e-4
6,20,NBR_OF_CHGS,3.1465835968597094e-4
07,5,NBR_OF_CHGS,7.866458992149274e-5
7,2,NBR_OF_CHGS,3.14658359685971e-5
0,1,NBR_OF_CHGS,1.573291798429855e-5
08,1,NBR_OF_CHGS,1.573291798429855e-5
11,1,NBR_OF_CHGS,1.573291798429855e-5
12,1,NBR_OF_CHGS,1.573291798429855e-5
8,1,NBR_OF_CHGS,1.573291798429855e-5
C,1898506,OTHER_COMP,0.4925362253606192
T,847234,OTHER_COMP,0.21980095736183022
A,521518,OTHER_COMP,0.1352992864798001
F,370352,OTHER_COMP,0.09608174856163533
Y,95611,OTHER_COMP,0.02480470488002364
X,76067,OTHER_COMP,0.01973433481616925
P,17809,OTHER_COMP,0.004620252786900472
O,16502,OTHER_COMP,0.004281173086048155
M,4924,OTHER_COMP,0.0012774509923464497
K,3032,OTHER_COMP,7.866026419160104e-4
H,2994,OTHER_COMP,7.76744165533158e-4
R,1,OTHER_COMP,2.594335890224309e-7
W,1,OTHER_COMP,2.594335890224309e-7
S,27422,O_CLOCK_OPTION,0.35312145874111467
N,26179,O_CLOCK_OPTION,0.33711496857937573
T,14317,O_CLOCK_OPTION,0.18436437622334398
C,9734,O_CLOCK_OPTION,0.12534768723601525
c,2,O_CLOCK_OPTION,2.575461007520346e-5
R,1,O_CLOCK_OPTION,1.287730503760173e-5
s,1,O_CLOCK_OPTION,1.287730503760173e-5
-1,64122,OptionA,0.9985050920302719
4,82,OptionA,0.001276900557476097
2,9,OptionA,1.4014762216201066e-4
3,2,OptionA,3.1143916036002365e-5
5,2,OptionA,3.1143916036002365e-5
1,1,OptionA,1.5571958018001183e-5
D,34341,Other_dec1,0.8396537812660456
M,2524,Other_dec1,0.06171300031785618
W,1344,Other_dec1,0.03286143915499157
O,1272,Other_dec1,0.031101004914545587
G,866,Other_dec1,0.021174111836475218
L,268,Other_dec1,0.006552727450548913
A,255,Other_dec1,0.006234871268246168
S,13,Other_dec1,3.178561823027458e-4
C,10,Other_dec1,2.445047556174968e-4
F,3,Other_dec1,7.335142668524903e-5
I,2,Other_dec1,4.890095112349935e-5
R,1,Other_dec1,2.4450475561749676e-5
D,109,Other_dec2,0.7730496453900709
O,11,Other_dec2,0.07801418439716312
C,10,Other_dec2,0.07092198581560284
G,10,Other_dec2,0.07092198581560284
W,1,Other_dec2,0.0070921985815602835
a_tblcase,9203234,PARENT_TABLE,0.3779429665998572
b_tblproceeding,8426675,PARENT_TABLE,0.34605254501546434
B_TblProceeding,3317688,PARENT_TABLE,0.13624524215865283
A_Tblcase,2233091,PARENT_TABLE,0.091704833021462
tblappeal,576725,PARENT_TABLE,0.0236839742868977
tblAppeal,372918,PARENT_TABLE,0.015314370493946537
A_TblCase,220523,PARENT_TABLE,0.009056068423719348
D,2097,P_EOIR42A_DEC,0.7236024844720497
G,527,P_EOIR42A_DEC,0.1818495514147688
O,202,P_EOIR42A_DEC,0.06970324361628709
M,39,P_EOIR42A_DEC,0.013457556935817806
W,27,P_EOIR42A_DEC,0.009316770186335404
A,5,P_EOIR42A_DEC,0.001725327812284334
F,1,P_EOIR42A_DEC,3.450655624568668e-4
X,2901,P_EOIR42A_Recd,1
D,5628,P_EOIR42B_DEC,0.825946580569416
F,370,P_EOIR42B_DEC,0.054299970648664514
O,338,P_EOIR42B_DEC,0.04960375697094218
M,272,P_EOIR42B_DEC,0.03991781626063986
W,146,P_EOIR42B_DEC,0.02142647490460816
A,36,P_EOIR42B_DEC,0.005283240387437629
G,22,P_EOIR42B_DEC,0.003228646903434106
,1,P_EOIR42B_DEC,1.46756677428823e-4
S,1,P_EOIR42B_DEC,1.46756677428823e-4
X,6827,P_EOIR42B_Recd,1
X,39644707,REC_TYPE,0.8971874634160594
B,1849616,REC_TYPE,0.04185810447114057
B,1525797,REC_TYPE,0.03452985388737601
A,1148910,REC_TYPE,0.02600063732576822
O,18733,REC_TYPE,4.239408996558617e-4
A,19,REJ,0.8260869565217391
M,4,REJ,0.17391304347826086
M,22,REJ_TO_BE_REMOVED,0.6875
A,10,REJ_TO_BE_REMOVED,0.3125
00,2518337,RELEASE_MONTH,0.9383730163313929
12,15321,RELEASE_MONTH,0.005708851906322811
01,14177,RELEASE_MONTH,0.005282579040267509
06,13996,RELEASE_MONTH,0.00521513551862764
10,13903,RELEASE_MONTH,0.005180482217453564
05,13777,RELEASE_MONTH,0.005133532583604815
07,13744,RELEASE_MONTH,0.005121236250930143
03,13728,RELEASE_MONTH,0.0051152743926636355
11,13690,RELEASE_MONTH,0.0051011149792806795
08,13592,RELEASE_MONTH,0.005064598597398319
09,13406,RELEASE_MONTH,0.004995291995050167
04,13371,RELEASE_MONTH,0.004982250430092181
02,12678,RELEASE_MONTH,0.0047240274439240655
D,5,RELEASE_MONTH,1.8630807082836668e-6
RMV,1,RELEASE_MONTH,3.726161416567333e-7
S,1,RELEASE_MONTH,3.726161416567333e-7
N,109703,REL_CON,0.6763148322822073
Y,52504,REL_CON,0.3236851677177927
M,4907006,SITE_TYPE,0.8650564683561955
I,765374,SITE_TYPE,0.13492784182690112
N,56,SITE_TYPE,9.872244343688789e-6
R,20,SITE_TYPE,3.5258015513174247e-6
D,12,SITE_TYPE,2.115480930790455e-6
SP,1,SITE_TYPE,1.7629007756587123e-7
G,9845,STAY_GRANT,0.6731163681115822
D,4780,STAY_GRANT,0.32681526049500886
1998-04-30 00:00:00.000,1,STAY_GRANT,6.837139340899768e-5
COURT,23401211,STRATTYLEVEL,0.9610016552191558
BOARD,949643,STRATTYLEVEL,0.038998344780844234
ALIEN,12606445,STRATTYTYPE,0.5177003237750922
INS,11744409,STRATTYTYPE,0.48229967622490777
R,1971724,STRCERTOFSERVICECODE,0.34550897248736273
P,1310696,STRCERTOFSERVICECODE,0.22967577013988588
E,1163534,STRCERTOFSERVICECODE,0.20388829105600534
O,922627,STRCERTOFSERVICECODE,0.16167369609493926
C,220295,STRCERTOFSERVICECODE,0.03860271472787447
N,117847,STRCERTOFSERVICECODE,0.020650555493932334
W,5784686,STRFILINGMETHOD,0.8854659219471083
O,748243,STRFILINGMETHOD,0.11453407805289174
A,4950177,STRFILINGPARTY,0.7412420886466886
I,788980,STRFILINGPARTY,0.11814227715503191
R,589673,STRFILINGPARTY,0.08829794290962904
B,331450,STRFILINGPARTY,0.04963149606204888
S,9705,STRFILINGPARTY,0.0014532317673319787
E,4932,STRFILINGPARTY,7.385202551758186e-4
O,3229,STRFILINGPARTY,4.835121459778423e-4
H,72,STRFILINGPARTY,1.078131759380757e-5
0000000000,1,STRFILINGPARTY,1.4974052213621627e-7
99,1979919,SUB_GENERATION,0.48999187768114477
99,1320044,SUB_GENERATION,0.32668550490284154
99,254137,SUB_GENERATION,0.06289402032015103
98,210120,SUB_GENERATION,0.052000659288769964
98,168570,SUB_GENERATION,0.0417178333157622
97,40706,SUB_GENERATION,0.010073952203544024
97,28745,SUB_GENERATION,0.007113834719473124
98,14594,SUB_GENERATION,0.003611734350182319
96,9146,SUB_GENERATION,0.002263459117909243
96,6033,SUB_GENERATION,0.0014930514824345574
95,2373,SUB_GENERATION,5.872718660396494e-4
97,2067,SUB_GENERATION,5.115427505705669e-4
95,1584,SUB_GENERATION,3.920095388987799e-4
94,799,SUB_GENERATION,1.9773713483593758e-4
94,482,SUB_GENERATION,1.1928573090228023e-4
96,410,SUB_GENERATION,1.0146711549779024e-4
93,244,SUB_GENERATION,6.0385307759660535e-5
93,178,SUB_GENERATION,4.405157697221138e-5
95,103,SUB_GENERATION,2.5490519259200963e-5
92,99,SUB_GENERATION,2.4500596181173744e-5
92,83,SUB_GENERATION,2.0540903869064854e-5
91,51,SUB_GENERATION,1.2621519244847079e-5
91,35,SUB_GENERATION,8.661826932738192e-6
90,34,SUB_GENERATION,8.414346163231386e-6
94,34,SUB_GENERATION,8.414346163231386e-6
89,24,SUB_GENERATION,5.9395384681633315e-6
90,18,SUB_GENERATION,4.454653851122498e-6
88,16,SUB_GENERATION,3.959692312108887e-6
93,14,SUB_GENERATION,3.4647307730952766e-6
85,8,SUB_GENERATION,1.9798461560544437e-6
86,8,SUB_GENERATION,1.9798461560544437e-6
87,8,SUB_GENERATION,1.9798461560544437e-6
89,8,SUB_GENERATION,1.9798461560544437e-6
92,7,SUB_GENERATION,1.7323653865476383e-6
00,4,SUB_GENERATION,9.899230780272218e-7
84,4,SUB_GENERATION,9.899230780272218e-7
88,3,SUB_GENERATION,7.424423085204164e-7
87,2,SUB_GENERATION,4.949615390136109e-7
91,2,SUB_GENERATION,4.949615390136109e-7
2346,1,SUB_GENERATION,2.4748076950680546e-7
86,1,SUB_GENERATION,2.4748076950680546e-7
M,3846507,Sex,0.5952442446802996
F,2615173,Sex,0.4046961768413038
N,350,Sex,5.416225308782874e-5
U,34,Sex,5.26147601424622e-6
2025-02-27 10:43:03.530,1,Sex,1.5474929453665354e-7
Court,187859,Source_Flag,0.4752398853508663
eReg,122989,Source_Flag,0.3111337665984472
Appeal,84445,Source_Flag,0.21362634805068645
M,64,UP_BOND_DATE,0.810126582278481
I,10,UP_BOND_DATE,0.12658227848101267
1997-03-21 00:00:00.000,2,UP_BOND_DATE,0.02531645569620253
0900,1,UP_BOND_DATE,0.012658227848101266
1999-09-09 00:00:00.000,1,UP_BOND_DATE,0.012658227848101266
2004-09-08 00:00:00.000,1,UP_BOND_DATE,0.012658227848101266
16,2,UP_BOND_RSN,0.3333333333333333
09,1,UP_BOND_RSN,0.16666666666666666
AB,1,UP_BOND_RSN,0.16666666666666666
AS,1,UP_BOND_RSN,0.16666666666666666
M,1,UP_BOND_RSN,0.16666666666666666
G,4042,VD_DEC,0.4982127449771971
D,3528,VD_DEC,0.43485763589301124
O,296,VD_DEC,0.036484654258597315
W,136,VD_DEC,0.01676321952422039
M,103,VD_DEC,0.012695673610255146
A,4,VD_DEC,4.930358683594232e-4
F,2,VD_DEC,2.465179341797116e-4
,1,VD_DEC,1.232589670898558e-4
I,1,VD_DEC,1.232589670898558e-4
X,8132,VD_recd,1
D,1,WD_DEC,1
X,1,WD_recd,1
1,2281039,blnActive,0.9080399371508574
0,231008,blnActive,0.09196006284914256
1,327990,blnAttorneyActive,0.8297389531309687
0,67303,blnAttorneyActive,0.17026104686903132
0,62849,blnIntrpr,0.9786819894733564
1,1369,blnIntrpr,0.02131801052664362
0,63828,blnOARequestedbyAlien,0.9939269363729796
1,390,blnOARequestedbyAlien,0.006073063627020462
0,64218,blnOARequestedbyAmicus,1
0,64094,blnOARequestedbyINS,0.9980690772057679
1,124,blnOARequestedbyINS,0.0019309227942321467
0,64218,blnProcessed,1
0,52769,blnSelectedbyCoordinator,0.8217166526519044
1,11449,blnSelectedbyCoordinator,0.17828334734809556
0,61557,blnSelectedbyScreener,0.9585630197140989
1,2661,blnSelectedbyScreener,0.04143698028590115
AWC/ATD,54440,casePriority_code,0.5829193078636286
UC,29626,casePriority_code,0.31722203186568443
AWC/D,8670,casePriority_code,0.09283450402604078
RBC/D,379,casePriority_code,0.004058163440123351
CR,277,casePriority_code,0.0029659928045228713
5,1897316,idnJuvenile,0.6599265888729935
4,454668,idnJuvenile,0.15814313604571203
1,233973,idnJuvenile,0.08138075248318198
6,228895,idnJuvenile,0.07961451680167343
2,59455,idnJuvenile,0.020679705089423073
3,734,idnJuvenile,2.553007070160043e-4
O,204,other_comp,0.6163141993957704
A,115,other_comp,0.3474320241691843
Y,6,other_comp,0.01812688821752266
F,3,other_comp,0.00906344410876133
P,2,other_comp,0.006042296072507553
C,1,other_comp,0.0030211480362537764
X,192,recd_212C,1
X,1141,recd_245,1
M,19589,strAlienSex,0.6503652058432935
F,10531,strAlienSex,0.3496347941567065
IJ,1251600,strAppealCategory,0.9053649164584578
DD,129374,strAppealCategory,0.09358475607374282
MA,1448,strAppealCategory,0.0010474340037007405
ij,4,strAppealCategory,2.89346409862083e-6
Case Appeal,881357,strAppealType,0.6375437093920397
MTR BIA,225381,strAppealType,0.16303295800281534
DD Visa,119989,strAppealType,0.0867959659323537
Appeal of IJ MTR,67027,strAppealType,0.0484850545345646
Bond Appeal,45804,strAppealType,0.03313305739330713
Circuit Court Remand,24906,strAppealType,0.0180161542100626
Interlocutory Appeal,7995,strAppealType,0.0057833113671183845
DD Fines,7077,strAppealType,0.005119261356484904
DD 212,2062,strAppealType,0.001491580742839038
Bond MTR Rec,318,strAppealType,2.30030395840356e-4
DD Bond,244,strAppealType,1.7650131001587064e-4
Bond MTR Reo,182,strAppealType,1.3165261648724779e-4
Bond MTR Rei,51,strAppealType,3.6891667257415584e-5
SC Appeal,15,strAppealType,1.0850490369828113e-5
Zero Bond Appeal,11,strAppealType,7.957026271207283e-6
CASE APPEAL,3,strAppealType,2.170098073965623e-6
RC Appeal,2,strAppealType,1.446732049310415e-6
DD visa,1,strAppealType,7.233660246552075e-7
DD-212,1,strAppealType,7.233660246552075e-7
R,757395,strBIADecisionType,0.6314092757919554
P,430441,strBIADecisionType,0.35884108038891865
T,7020,strBIADecisionType,0.0058522872689409445
L,3670,strBIADecisionType,0.003059529099289639
A,1004,strBIADecisionType,8.369937917402718e-4
(,1,strBIADecisionType,8.336591551197926e-7
RMV,962892,strCaseType,0.7202488166547983
DEP,229230,strCaseType,0.1714653733147429
DDC,83887,strCaseType,0.0627479639281675
EXC,41961,strCaseType,0.031387072065872386
WHO,10173,strCaseType,0.007609463171185619
AOC,7286,strCaseType,0.005449970378969667
REC,529,strCaseType,3.9569507692491815e-4
CFR,395,strCaseType,2.9546229751482546e-4
RFR,329,strCaseType,2.4609391362627236e-4
nul,87,strCaseType,6.507650603491093e-5
NAC,73,strCaseType,5.460442460400572e-5
CDR,22,strCaseType,1.645612796285104e-5
CSR,12,strCaseType,8.976069797918749e-6
und,12,strCaseType,8.976069797918749e-6
S,3617,strCorFacility,0.7145397076254445
F,1133,strCorFacility,0.223824575266693
M,135,strCorFacility,0.026669300671671278
E,34,strCorFacility,0.006716712761754247
O,32,strCorFacility,0.006321612011062821
P,21,strCorFacility,0.004148557882259977
N,20,strCorFacility,0.0039510075069142635
B,13,strCorFacility,0.002568154879494271
H,13,strCorFacility,0.002568154879494271
D,12,strCorFacility,0.002370604504148558
K,8,strCorFacility,0.0015804030027657052
A,6,strCorFacility,0.001185302252074279
T,6,strCorFacility,0.001185302252074279
V,5,strCorFacility,9.877518767285659e-4
L,4,strCorFacility,7.902015013828526e-4
C,2,strCorFacility,3.951007506914263e-4
W,1,strCorFacility,1.9755037534571315e-4
N,654689,strCustody,0.5457833836303917
R,269660,strCustody,0.22480284108908416
D,215044,strCustody,0.17927205428747686
D,28489,strCustody,0.02374993747603248
N,23564,strCustody,0.01964419694216116
R,8094,strCustody,0.006747586574853694
0,6948184,strDJScenario,1
REM,6332,strFedCourtDecision,0.9995264404104183
DIS,3,strFedCourtDecision,4.7355958958168905e-4
A,1240805,strFiledBy,0.8975652699774018
I,74922,strFiledBy,0.054196578154703516
O,29731,strFiledBy,0.021506613079168874
B,20415,strFiledBy,0.014767666947335526
P,16276,strFiledBy,0.011773624650248985
T,254,strFiledBy,1.8373683098815694e-4
E,4,strFiledBy,2.893493401388298e-6
C,3,strFiledBy,2.1701200510412236e-6
H,2,strFiledBy,1.446746700694149e-6
A,52557,strFiledby,0.8184408870063535
I,11231,strFiledby,0.17489410738756697
O,280,strFiledby,0.004360284041360409
B,148,strFiledby,0.002304721564719073
Lawful Permanent Resident,1010,strINSStatus,0.39499413375048886
Present Without Admission,680,strINSStatus,0.26593664450527965
Arriving Alien,533,strINSStatus,0.20844739929605005
Visa Overstay,245,strINSStatus,0.09581540868204928
In-Status,80,strINSStatus,0.03128666405944466
Temporary Protected Status,9,strINSStatus,0.0035197497066875244
GER,2,strIntrprLang,0.5
MND,1,strIntrprLang,0.25
ZAR,1,strIntrprLang,0.25
Low Possibility,60,strPossibility,0.5769230769230769
Unknown,42,strPossibility,0.40384615384615385
High Possibility,2,strPossibility,0.019230769230769232
Y,2953,strProbono,1
S,17600,strProceedingIHP,0.47802705198544193
*,8939,strProceedingIHP,0.24278885327828778
F,4525,strProceedingIHP,0.12290184149057526
S,3840,strProceedingIHP,0.10429681134227824
F,1199,strProceedingIHP,0.03256559291650823
M,494,strProceedingIHP,0.013417350209136836
M,135,strProceedingIHP,0.003666684773751969
n,85,strProceedingIHP,0.0023086533760660545
Y,1,strProceedingIHP,2.716062795371829e-5
